plot_ID,measurement_date,landscape_position,site,area,plot_type,latitude,longitude,easting,northing,time,chamber_type,flux_CO2,flux_CH4,instrument,date,NEE,FCH4,inundated,standing_water_depth,soil_temp_10_cm,soil_temp_15_cm,soil_temp_20_cm,air_temp,thawdepth,VWC,Ka,RECO
BGC_20,2018-08-31,lowland,CN_MM71,CN_MM71_BGC,BGC,64.85937,-163.69061,562067,7193424,11:45,Trns,1.969,-54.169,LGR,2018-08-31 11:45:00,2.3628e-05,-6.50028e-07,Y,4,8.9,NA,9.2,11.6,80,NA,NA,2.5848e-05
BGC_20,2019-06-20,lowland,CN_MM71,CN_MM71_BGC,BGC,64.85937,-163.69061,562067,7193424,17:50,Trns,-2.809,248.618,Pic,2019-06-20 17:50:00,-3.3708e-05,2.983416e-06,Y,0.5,13.6,11.3,NA,18.4,95,52.3,33.3,3.5868e-05
BGC_3,2016-08-04,lowland,CN_MM71,CN_MM71_BGC,BGC,64.86009,-163.69769,561730,7193497,15:33,Trns,-0.859,53.348,LGR,2016-08-04 15:33:00,-1.0308e-05,6.40176e-07,Y,5,7.1,NA,NA,20.5,80,81.5,61.1,8.7e-06
BGC_3,2016-09-14,lowland,CN_MM71,CN_MM71_BGC,BGC,64.86009,-163.69769,561730,7193497,11:15,Trns,0.009,39.983,LGR,2016-09-14 11:15:00,1.08e-07,4.79796e-07,N,0,4.8,NA,NA,4.3,80,59.1,37.2,5.784e-06
BGC_3,2017-06-19,lowland,CN_MM71,CN_MM71_BGC,BGC,64.86009,-163.69769,561730,7193497,15:03,Trns,-0.376,9.283,LGR,2017-06-19 15:03:00,-4.512e-06,1.11396e-07,N,0,4.4,NA,1.8,12.4,28,64.3,41.7,1.8864e-05
BGC_3,2017-09-10,lowland,CN_MM71,CN_MM71_BGC,BGC,64.86009,-163.69769,561730,7193497,14:07,Trns,-5.861,-14.342,LGR,2017-09-10 14:07:00,-7.0332e-05,-1.72104e-07,N,0,3.8,NA,3.4,11.4,36,23,11.7,5.928e-06
BGC_3,2018-06-21,lowland,CN_MM71,CN_MM71_BGC,BGC,64.86009,-163.69769,561730,7193497,14:41,Trns,-0.285,13.186,LGR,2018-06-21 14:41:00,-3.42e-06,1.58232e-07,N,0,7.6,NA,6.2,17.6,80,71.1,48.6,1.5876e-05
BGC_3,2018-08-31,lowland,CN_MM71,CN_MM71_BGC,BGC,64.86009,-163.69769,561730,7193497,14:09,Trns,-0.789,146.398,LGR,2018-08-31 14:09:00,-9.468e-06,1.756776e-06,N,0,6.1,NA,7.3,11.6,80,NA,NA,2.862e-05
BGC_3,2019-06-20,lowland,CN_MM71,CN_MM71_BGC,BGC,64.86009,-163.69769,561730,7193497,13:03,Trns,-0.385,53.751,Pic,2019-06-20 13:03:00,-4.62e-06,6.45012e-07,N,0,8.8,6.8,NA,18.4,99,68,45.4,2.1948e-05
BGC_4,2016-08-03,upland,CN_MM71,CN_MM71_BGC,BGC,64.85978,-163.69829,561702,7193462,16:34,Trns,-0.398,20.358,LGR,2016-08-03 16:34:00,-4.776e-06,2.44296e-07,N,0,NA,NA,NA,17.7,80,NA,NA,9.336e-06
BGC_4,2017-06-19,upland,CN_MM71,CN_MM71_BGC,BGC,64.85978,-163.69829,561702,7193462,15:21,Trns,-1.107,6.633,LGR,2017-06-19 15:21:00,-1.3284e-05,7.9596e-08,N,0,4.1,NA,1.6,12.9,28,42.4,27.1,3.222e-05
BGC_4,2017-09-10,upland,CN_MM71,CN_MM71_BGC,BGC,64.85978,-163.69829,561702,7193462,13:52,Trns,1.028,124.563,LGR,2017-09-10 13:52:00,1.2336e-05,1.494756e-06,N,0,4.1,NA,3.6,11.4,80,7.6,5,1.6788e-05
BGC_4,2018-06-21,upland,CN_MM71,CN_MM71_BGC,BGC,64.85978,-163.69829,561702,7193462,14:50,Trns,0.672,112.38,LGR,2018-06-21 14:50:00,8.064e-06,1.34856e-06,N,0,7.7,NA,6.2,19,80,61,38.7,4.9836e-05
BGC_4,2018-08-31,upland,CN_MM71,CN_MM71_BGC,BGC,64.85978,-163.69829,561702,7193462,14:26,Trns,-0.067,98.496,LGR,2018-08-31 14:26:00,-8.04e-07,1.181952e-06,Y,4,7.8,NA,7.8,11.6,80,NA,NA,1.5732e-05
BGC_4,2019-06-20,upland,CN_MM71,CN_MM71_BGC,BGC,64.85978,-163.69829,561702,7193462,13:22,Trns,-0.549,311.546,Pic,2019-06-20 13:22:00,-6.588e-06,3.738552e-06,N,0,12.5,9.4,NA,18.8,118,72.3,50,6.5268e-05
BGC_5,2016-08-03,slope,CN_MM71,CN_MM71_BGC,BGC,64.85936,-163.70338,561462,7193410,16:04,Trns,1.116,-0.184,LGR,2016-08-03 16:04:00,1.3392e-05,-2.208e-09,N,0,7.6,NA,NA,17.3,57,13.3,7.2,2.6688e-05
BGC_5,2016-08-04,slope,CN_MM71,CN_MM71_BGC,BGC,64.85936,-163.70338,561462,7193410,16:05,Trns,0.432,-0.235,LGR,2016-08-04 16:05:00,5.184e-06,-2.82e-09,N,0,9.3,NA,NA,20.5,57,18.6,9.4,8.496e-06
BGC_5,2016-09-14,slope,CN_MM71,CN_MM71_BGC,BGC,64.85936,-163.70338,561462,7193410,11:53,Trns,0.294,1.82,LGR,2016-09-14 11:53:00,3.528e-06,2.184e-08,N,0,3.7,NA,NA,5.1,66,12.9,7.1,7.908e-06
BGC_5,2017-06-19,slope,CN_MM71,CN_MM71_BGC,BGC,64.85936,-163.70338,561462,7193410,15:43,Trns,0.298,-0.523,LGR,2017-06-19 15:43:00,3.576e-06,-6.276e-09,N,0,5.8,NA,1,12.9,29,9.6,5.8,1.7316e-05
BGC_5,2017-09-10,slope,CN_MM71,CN_MM71_BGC,BGC,64.85936,-163.70338,561462,7193410,13:37,Trns,-0.894,-0.668,LGR,2017-09-10 13:37:00,-1.0728e-05,-8.016e-09,N,0,3.5,NA,3,11.4,51,10.5,6.2,4.08e-06
BGC_5,2018-06-21,slope,CN_MM71,CN_MM71_BGC,BGC,64.85936,-163.70338,561462,7193410,15:14,Trns,-0.33,-0.109,LGR,2018-06-21 15:14:00,-3.96e-06,-1.308e-09,N,0,2.4,NA,0,19,18,17.1,8.8,2.8476e-05
BGC_6,2016-08-03,lowland,CN_MM71,CN_MM71_BGC,BGC,64.85941,-163.70335,561464,7193416,15:59,Trns,0.703,-0.154,LGR,2016-08-03 15:59:00,8.436e-06,-1.848e-09,Y,6,7.1,NA,NA,17,59,31.3,20.7,NA
BGC_6,2016-08-04,lowland,CN_MM71,CN_MM71_BGC,BGC,64.85941,-163.70335,561464,7193416,16:13,Trns,0.382,-0.247,LGR,2016-08-04 16:13:00,4.584e-06,-2.964e-09,N,0,8,NA,NA,20.5,59,57.7,36.5,4.344e-06
BGC_6,2016-09-14,lowland,CN_MM71,CN_MM71_BGC,BGC,64.85941,-163.70335,561464,7193416,12:00,Trns,0.066,-0.14,LGR,2016-09-14 12:00:00,7.92e-07,-1.68e-09,N,0,4.3,NA,NA,5.6,65,27.9,15.5,2.64e-06
BGC_6,2017-06-19,lowland,CN_MM71,CN_MM71_BGC,BGC,64.85941,-163.70335,561464,7193416,16:00,Trns,0.188,-0.173,LGR,2017-06-19 16:00:00,2.256e-06,-2.076e-09,N,0,3.7,NA,1.3,12.9,31,33.3,19.8,9.66e-06
BGC_6,2017-07-12,lowland,CN_MM71,CN_MM71_BGC,BGC,64.85941,-163.70335,561464,7193416,16:39,Trns,0.67,-0.806,LGR,2017-07-12 16:39:00,8.04e-06,-9.672e-09,N,0,7.9,NA,2.8,27.1,33,45.5,23.4,1.2828e-05
BGC_6,2018-06-21,lowland,CN_MM71,CN_MM71_BGC,BGC,64.85941,-163.70335,561464,7193416,15:28,Trns,0.37,0.112,LGR,2018-06-21 15:28:00,4.44e-06,1.344e-09,N,0,2.8,NA,-0.3,19,18,41.3,28.8,1.0284e-05
BGC_6,2018-08-31,lowland,CN_MM71,CN_MM71_BGC,BGC,64.85941,-163.70335,561464,7193416,14:45,Trns,2.49,0.632,LGR,2018-08-31 14:45:00,2.988e-05,7.584e-09,N,0,6.3,NA,5.6,11.6,65,NA,NA,2.1984e-05
BGC_6,2019-06-20,lowland,CN_MM71,CN_MM71_BGC,BGC,64.85941,-163.70335,561464,7193416,13:15,Trns,0.398,0.007,Pic,2019-06-20 13:15:00,4.776e-06,8.4e-11,N,0,11,7.6,NA,18.4,21,62.2,39.9,1.4868e-05
BGC_9,2016-08-03,upland,CN_MM71,CN_MM71_BGC,BGC,64.85976,-163.70061,561593,7193458,15:33,Trns,-0.501,-0.311,LGR,2016-08-03 15:33:00,-6.012e-06,-3.732e-09,N,0,4.5,NA,NA,17,56,26.9,14.5,1.2324e-05
BGC_9,2016-08-04,upland,CN_MM71,CN_MM71_BGC,BGC,64.85976,-163.70061,561593,7193458,16:42,Trns,-0.634,-0.344,LGR,2016-08-04 16:42:00,-7.608e-06,-4.128e-09,N,0,8.3,NA,NA,20.3,56,83.4,63.5,6.732e-06
BGC_9,2016-09-14,upland,CN_MM71,CN_MM71_BGC,BGC,64.85976,-163.70061,561593,7193458,12:36,Trns,0.077,1.418,LGR,2016-09-14 12:36:00,9.24e-07,1.7016e-08,N,0,3.6,NA,NA,7.2,64,19.3,9.7,1.524e-06
BGC_9,2017-06-19,upland,CN_MM71,CN_MM71_BGC,BGC,64.85976,-163.70061,561593,7193458,16:26,Trns,-1.67,-0.216,LGR,2017-06-19 16:26:00,-2.004e-05,-2.592e-09,N,0,6.4,NA,0.3,14.3,26,2.9,3.1,NA
BGC_9,2017-06-21,upland,CN_MM71,CN_MM71_BGC,BGC,64.85976,-163.70061,561593,7193458,12:34,Trns,-1.831,0.061,LGR,2017-06-21 12:34:00,-2.1972e-05,7.32e-10,N,0,4,NA,0.2,11.9,28,2.9,3.1,1.5804e-05
BGC_9,2017-07-12,upland,CN_MM71,CN_MM71_BGC,BGC,64.85976,-163.70061,561593,7193458,16:13,Trns,1.41,-0.175,LGR,2017-07-12 16:13:00,1.692e-05,-2.1e-09,N,0,16.4,NA,7.1,26.2,32,0,0.9,2.592e-05
BGC_9,2017-09-10,upland,CN_MM71,CN_MM71_BGC,BGC,64.85976,-163.70061,561593,7193458,12:56,Trns,-0.576,0.327,LGR,2017-09-10 12:56:00,-6.912e-06,3.924e-09,N,0,1.8,NA,1.2,11.4,44,20.5,10.3,7.836e-06
BGC_9,2018-06-21,upland,CN_MM71,CN_MM71_BGC,BGC,64.85976,-163.70061,561593,7193458,15:54,Trns,-0.218,0.139,LGR,2018-06-21 15:54:00,-2.616e-06,1.668e-09,N,0,7.1,NA,2.7,19,18,10.2,6.1,1.3812e-05
BGC_9,2018-08-31,upland,CN_MM71,CN_MM71_BGC,BGC,64.85976,-163.70061,561593,7193458,15:02,Trns,-0.246,2.12,LGR,2018-08-31 15:02:00,-2.952e-06,2.544e-08,N,0,4.8,NA,4.3,11.6,60,NA,NA,8.724e-06
BGC_9,2019-06-20,upland,CN_MM71,CN_MM71_BGC,BGC,64.85976,-163.70061,561593,7193458,13:37,Trns,-1.46,0.054,Pic,2019-06-20 13:37:00,-1.752e-05,6.48e-10,N,0,12.7,6.8,NA,18.8,19,30.7,18,1.3212e-05
EC_1,2017-06-22,upland,CN_MM71,CN_MM71_EC,EC,64.86172,-163.70102,561569,7193676,12:37,Trns,-0.295,0.12,LGR,2017-06-22 12:37:00,-3.54e-06,1.44e-09,N,0,7.4,NA,2.9,13.1,25,20.2,10.1,5.04e-06
EC_1,2017-07-14,upland,CN_MM71,CN_MM71_EC,EC,64.86172,-163.70102,561569,7193676,18:25,Trns,0.662,-0.133,LGR,2017-07-14 18:25:00,7.944e-06,-1.596e-09,N,0,16.3,NA,4.7,26.3,35,20.8,10.5,2.1108e-05
EC_1,2017-07-15,upland,CN_MM71,CN_MM71_EC,EC,64.86172,-163.70102,561569,7193676,17:48,Trns,-1.939,-6.536,LGR,2017-07-15 17:48:00,-2.3268e-05,-7.8432e-08,N,0,10.8,NA,3.2,15.9,36,19.2,9.7,1.6536e-05
EC_1,2017-07-18,upland,CN_MM71,CN_MM71_EC,EC,64.86172,-163.70102,561569,7193676,15:34,Trns,-1.146,-1.786,LGR,2017-07-18 15:34:00,-1.3752e-05,-2.1432e-08,N,0,7.5,NA,3.1,16.8,38,20.8,10.5,1.1484e-05
EC_1,2018-06-22,upland,CN_MM71,CN_MM71_EC,EC,64.86172,-163.70102,561569,7193676,14:20,Trns,-0.067,0.301,LGR,2018-06-22 14:20:00,-8.04e-07,3.612e-09,N,0,2,NA,0.2,12.7,22,10.1,6.5,8.892e-06
EC_1,2019-06-26,upland,CN_MM71,CN_MM71_EC,EC,64.86172,-163.70102,561569,7193676,12:51,Trns,-0.87,0.126,Pic,2019-06-26 12:51:00,-1.044e-05,1.512e-09,N,0,7.8,4.1,NA,15.27,25,53,33.8,3.396e-05
EC_2,2017-06-22,upland,CN_MM71,CN_MM71_EC,EC,64.86169,-163.7012,561560,7193672,12:44,Trns,-3.617,0.066,LGR,2017-06-22 12:44:00,-4.3404e-05,7.92e-10,N,0,6.3,NA,1.3,11.9,25,9.4,5.8,1.1496e-05
EC_2,2017-07-14,upland,CN_MM71,CN_MM71_EC,EC,64.86169,-163.7012,561560,7193672,18:08,Trns,-0.746,-0.497,LGR,2017-07-14 18:08:00,-8.952e-06,-5.964e-09,N,0,12.9,NA,3.8,26.6,35,11.3,6.5,1.9968e-05
EC_2,2017-07-15,upland,CN_MM71,CN_MM71_EC,EC,64.86169,-163.7012,561560,7193672,17:41,Trns,-1.428,-0.069,LGR,2017-07-15 17:41:00,-1.7136e-05,-8.28e-10,N,0,9.1,NA,4.3,15.9,56,46.1,29,1.8636e-05
EC_2,2017-07-18,upland,CN_MM71,CN_MM71_EC,EC,64.86169,-163.7012,561560,7193672,15:28,Trns,-0.882,1.74,LGR,2017-07-18 15:28:00,-1.0584e-05,2.088e-08,N,0,10.4,NA,3.8,16.8,46,36.9,23,1.2156e-05
EC_2,2019-06-26,upland,CN_MM71,CN_MM71_EC,EC,64.86169,-163.7012,561560,7193672,12:56,Trns,-1.309,3.873,Pic,2019-06-26 12:56:00,-1.5708e-05,4.6476e-08,N,0,11.1,7.2,NA,15.27,19,28.3,15.9,4.6608e-05
EC_3,2017-06-22,lowland,CN_MM71,CN_MM71_EC,EC,64.86176,-163.70117,561561,7193680,12:49,Trns,0.055,6.758,LGR,2017-06-22 12:49:00,6.6e-07,8.1096e-08,N,0,3.7,NA,1.1,11.3,40,37.3,23.4,5.736e-06
EC_3,2017-07-14,lowland,CN_MM71,CN_MM71_EC,EC,64.86176,-163.70117,561561,7193680,18:16,Trns,0.336,15.458,LGR,2017-07-14 18:16:00,4.032e-06,1.85496e-07,N,0,12.8,NA,4.8,26.6,61,38.1,24.3,1.7304e-05
EC_3,2017-07-15,lowland,CN_MM71,CN_MM71_EC,EC,64.86176,-163.70117,561561,7193680,17:35,Trns,0.515,16.845,LGR,2017-07-15 17:35:00,6.18e-06,2.0214e-07,Y,1,13.5,NA,4.6,15.9,39,7.1,4.8,1.1364e-05
EC_3,2017-07-18,lowland,CN_MM71,CN_MM71_EC,EC,64.86176,-163.70117,561561,7193680,15:40,Trns,-0.526,19.067,LGR,2017-07-18 15:40:00,-6.312e-06,2.28804e-07,Y,1,6.4,NA,3.9,16.8,57,46.7,29.5,1.0392e-05
EC_3,2018-06-22,lowland,CN_MM71,CN_MM71_EC,EC,64.86176,-163.70117,561561,7193680,14:30,Trns,-0.542,2.374,LGR,2018-06-22 14:30:00,-6.504e-06,2.8488e-08,N,0,6.4,NA,4.3,13.5,70,50,32.2,9.9e-06
EC_3,2019-06-26,lowland,CN_MM71,CN_MM71_EC,EC,64.86176,-163.70117,561561,7193680,13:02,Trns,1.025,33.175,Pic,2019-06-26 13:02:00,1.23e-05,3.981e-07,N,0,9.5,7.1,NA,15.27,92,49.4,31.9,1.3008e-05
EC_4,2017-06-22,lowland,CN_MM71,CN_MM71_EC,EC,64.86176,-163.70157,561543,7193679,13:29,Trns,-0.877,7.964,LGR,2017-06-22 13:29:00,-1.0524e-05,9.5568e-08,N,0,5.4,NA,3.2,12.8,38,66.9,44.4,2.0364e-05
EC_4,2018-06-22,lowland,CN_MM71,CN_MM71_EC,EC,64.86176,-163.70157,561543,7193679,17:22,Trns,0.023,30.028,LGR,2018-06-22 17:22:00,2.76e-07,3.60336e-07,Y,9,8.2,NA,6.4,14.2,80,90.3,72.2,1.2132e-05
EC_4,2019-06-26,lowland,CN_MM71,CN_MM71_EC,EC,64.86176,-163.70157,561543,7193679,13:55,Trns,-0.44,8.193,Pic,2019-06-26 13:55:00,-5.28e-06,9.8316e-08,N,0,9.9,7.7,NA,15.81,84,72,49.7,1.5504e-05
EC_5,2017-06-22,upland,CN_MM71,CN_MM71_EC,EC,64.86208,-163.7016,561540,7193715,13:36,Trns,0.122,0.105,LGR,2017-06-22 13:36:00,1.464e-06,1.26e-09,N,0,2.5,NA,0.5,12.8,23,31.9,18.9,9.876e-06
EC_5,2018-06-22,upland,CN_MM71,CN_MM71_EC,EC,64.86208,-163.7016,561540,7193715,16:50,Trns,-1.052,0.404,LGR,2018-06-22 16:50:00,-1.2624e-05,4.848e-09,N,0,0.8,NA,-0.3,14.1,18,39.1,25.3,6.612e-06
EC_5,2019-06-26,upland,CN_MM71,CN_MM71_EC,EC,64.86208,-163.7016,561540,7193715,13:16,Trns,-0.761,4.551,Pic,2019-06-26 13:16:00,-9.132e-06,5.4612e-08,N,0,9.1,4,NA,15.41,27,32,18.9,2.0412e-05
EC_6,2018-06-22,upland,CN_MM71,CN_MM71_EC,EC,64.86201,-163.70172,561535,7193707,17:05,Trns,-1.158,0.259,LGR,2018-06-22 17:05:00,-1.3896e-05,3.108e-09,N,0,0.8,NA,-0.2,14.2,80,26.4,14.2,1.6632e-05
EC_6,2019-06-26,upland,CN_MM71,CN_MM71_EC,EC,64.86201,-163.70172,561535,7193707,13:23,Trns,-0.242,0.171,Pic,2019-06-26 13:23:00,-2.904e-06,2.052e-09,N,0,14.1,9.7,NA,15.41,26,21.1,10.6,2.118e-05
EC_7,2017-06-22,upland,CN_MM71,CN_MM71_EC,EC,64.86172,-163.70218,561514,7193674,14:26,Trns,-1.396,1.048,LGR,2017-06-22 14:26:00,-1.6752e-05,1.2576e-08,N,0,4.1,NA,0.8,12.5,27,47.3,30,1.0536e-05
EC_7,2018-06-22,upland,CN_MM71,CN_MM71_EC,EC,64.86172,-163.70218,561514,7193674,17:52,Trns,-0.252,0.668,LGR,2018-06-22 17:52:00,-3.024e-06,8.016e-09,N,0,2.4,NA,0.1,14.1,15,74.5,52.7,1.1712e-05
EC_7,2019-06-26,upland,CN_MM71,CN_MM71_EC,EC,64.86172,-163.70218,561514,7193674,13:32,Trns,0.043,2.322,Pic,2019-06-26 13:32:00,5.16e-07,2.7864e-08,N,0,11.3,7.5,NA,15.41,62,65.8,35.3,1.44e-05
EC_8,2017-06-22,upland,CN_MM71,CN_MM71_EC,EC,64.86195,-163.70198,561523,7193700,14:31,Trns,-0.953,9.347,LGR,2017-06-22 14:31:00,-1.1436e-05,1.12164e-07,N,0,3.4,NA,1.3,13,28,48.5,31.1,5.748e-06
EC_8,2018-06-22,upland,CN_MM71,CN_MM71_EC,EC,64.86195,-163.70198,561523,7193700,17:48,Trns,-0.968,0.559,LGR,2018-06-22 17:48:00,-1.1616e-05,6.708e-09,N,0,1.1,NA,0,14.1,14,72.5,50.3,1.152e-05
EC_8,2019-06-26,upland,CN_MM71,CN_MM71_EC,EC,64.86195,-163.70198,561523,7193700,13:39,Trns,-1.687,9.934,Pic,2019-06-26 13:39:00,-2.0244e-05,1.19208e-07,N,0,8.5,5.5,NA,15.41,30,55.6,43.3,5.6256e-05
EC_9,2017-06-22,lowland,CN_MM71,CN_MM71_EC,EC,64.861537,-163.702015,561522,7193654,14:37,Trns,-1.276,39.193,LGR,2017-06-22 14:37:00,-1.5312e-05,4.70316e-07,N,0,2.5,NA,0.7,11.1,36,35.4,21.6,1.8732e-05
EC_9,2018-06-22,lowland,CN_MM71,CN_MM71_EC,EC,64.861537,-163.702015,561522,7193654,18:03,Trns,0.013,51.395,LGR,2018-06-22 18:03:00,1.56e-07,6.1674e-07,Y,9,8.1,NA,5,14.1,80,77.1,55.9,2.0184e-05
EC_9,2019-06-26,lowland,CN_MM71,CN_MM71_EC,EC,64.861537,-163.702015,561522,7193654,13:46,Trns,-0.332,39.873,Pic,2019-06-26 13:46:00,-3.984e-06,4.78476e-07,N,0,9.8,7.5,NA,15.81,83,48.4,31,1.5588e-05
MW_C,2017-06-21,upland,CN_MM71,CN_MM71_MW,MW,64.860663,-163.700755,561584,7193558,14:19,Trns,-5.42,0.404,LGR,2017-06-21 14:19:00,-6.504e-05,4.848e-09,N,0,7.2,NA,1.1,15.3,22,31.7,18.7,1.4916e-05
MW_C,2017-07-14,upland,CN_MM71,CN_MM71_MW,MW,64.860663,-163.700755,561584,7193558,15:39,Trns,-0.837,-1.049,LGR,2017-07-14 15:39:00,-1.0044e-05,-1.2588e-08,N,0,13.6,NA,3.3,25.1,32,15.3,8,2.436e-05
MW_C,2018-06-22,upland,CN_MM71,CN_MM71_MW,MW,64.860663,-163.700755,561584,7193558,12:00,Trns,-2.043,0.465,LGR,2018-06-22 12:00:00,-2.4516e-05,5.58e-09,N,0,6.5,NA,1.1,12.3,28,38.1,24.2,1.0212e-05
MW_D,2017-06-21,upland,CN_MM71,CN_MM71_MW,MW,64.860695,-163.700762,561583,7193562,14:26,Trns,-1.754,-0.111,LGR,2017-06-21 14:26:00,-2.1048e-05,-1.332e-09,N,0,5.1,NA,0.2,13,25,3.3,3.2,1.23e-05
MW_D,2017-07-14,upland,CN_MM71,CN_MM71_MW,MW,64.860695,-163.700762,561583,7193562,15:47,Trns,-0.639,-1.359,LGR,2017-07-14 15:47:00,-7.668e-06,-1.6308e-08,N,0,12.3,NA,3.1,25.1,38,0,1.7,3.0804e-05
MW_E,2017-06-21,lowland,CN_MM71,CN_MM71_MW,MW,64.860823,-163.700318,561604,7193576,15:51,Trns,-1.26,100.02,LGR,2017-06-21 15:51:00,-1.512e-05,1.20024e-06,Y,2,5.6,NA,2.5,14.8,35,66.3,43.8,1.3008e-05
MW_E,2017-07-14,lowland,CN_MM71,CN_MM71_MW,MW,64.860823,-163.700318,561604,7193576,16:58,Trns,-0.449,129.57,LGR,2017-07-14 16:58:00,-5.388e-06,1.55484e-06,Y,4,13.8,NA,8.5,26.1,45,63,40.6,2.3844e-05
MW_E,2018-06-22,lowland,CN_MM71,CN_MM71_MW,MW,64.860823,-163.700318,561604,7193576,13:00,Trns,-0.158,109.451,LGR,2018-06-22 13:00:00,-1.896e-06,1.313412e-06,Y,3,10.4,NA,8.1,12.5,80,87.7,69.1,1.1196e-05
MW_F,2017-06-21,upland,CN_MM71,CN_MM71_MW,MW,64.860792,-163.701118,561566,7193572,13:40,Trns,-1.104,0.085,LGR,2017-06-21 13:40:00,-1.3248e-05,1.02e-09,N,0,8.1,NA,2.4,12.7,18,7.4,4.9,1.17e-05
MW_F,2017-07-14,upland,CN_MM71,CN_MM71_MW,MW,64.860792,-163.701118,561566,7193572,16:22,Trns,0.894,0.56,LGR,2017-07-14 16:22:00,1.0728e-05,6.72e-09,N,0,13.2,NA,3.7,25.7,30,11.4,6.5,4.4832e-05
MW_F,2018-06-22,upland,CN_MM71,CN_MM71_MW,MW,64.860792,-163.701118,561566,7193572,11:15,Trns,-1.866,0.303,LGR,2018-06-22 11:15:00,-2.2392e-05,3.636e-09,N,0,5,NA,-0.3,12.1,20,17.5,8.9,1.4076e-05
MW_G,2017-06-21,upland,CN_MM71,CN_MM71_MW,MW,64.860792,-163.701112,561566,7193572,13:45,Trns,-1.07,0.277,LGR,2017-06-21 13:45:00,-1.284e-05,3.324e-09,N,0,3.8,NA,0.3,12.4,21,24.8,12.7,1.0632e-05
MW_G,2017-07-14,upland,CN_MM71,CN_MM71_MW,MW,64.860792,-163.701112,561566,7193572,16:19,Trns,1.164,-0.03,LGR,2017-07-14 16:19:00,1.3968e-05,-3.6e-10,N,0,13.5,NA,3.6,25.7,36,29.6,17.1,1.452e-05
MW_G,2018-06-22,upland,CN_MM71,CN_MM71_MW,MW,64.860792,-163.701112,561566,7193572,11:25,Trns,-0.431,0.213,LGR,2018-06-22 11:25:00,-5.172e-06,2.556e-09,N,0,4,NA,-0.2,11.6,21,49.1,31.6,6.828e-06
MW_H,2017-07-14,lowland,CN_MM71,CN_MM71_MW,MW,64.860918,-163.69998,561620,7193587,17:26,Trns,-0.499,179.722,LGR,2017-07-14 17:26:00,-5.988e-06,2.156664e-06,Y,3,12.5,NA,8.2,26.2,47,65.4,42.9,4.1964e-05
MW_H,2018-06-22,lowland,CN_MM71,CN_MM71_MW,MW,64.860918,-163.69998,561620,7193587,13:20,Trns,-0.472,119.097,LGR,2018-06-22 13:20:00,-5.664e-06,1.429164e-06,Y,8,9.4,NA,7.6,12.5,80,84.5,65,1.3212e-05
MW_I,2017-06-21,upland,CN_MM71,CN_MM71_MW,MW,64.86036,-163.700287,561607,7193525,15:17,Trns,-2.061,2.272,LGR,2017-06-21 15:17:00,-2.4732e-05,2.7264e-08,N,0,5.2,NA,0.4,16.2,23,47.7,30.4,1.5828e-05
MW_I,2017-07-14,upland,CN_MM71,CN_MM71_MW,MW,64.86036,-163.700287,561607,7193525,15:06,Trns,0.578,5.238,LGR,2017-07-14 15:06:00,6.936e-06,6.2856e-08,N,0,9.5,NA,4.1,25.1,32,26.8,14.5,2.0724e-05
MW_I,2018-06-22,upland,CN_MM71,CN_MM71_MW,MW,64.86036,-163.700287,561607,7193525,12:40,Trns,-1.473,1.153,LGR,2018-06-22 12:40:00,-1.7676e-05,1.3836e-08,N,0,1.5,NA,0,12.5,10,48,30.7,7.296e-06
MW_J,2017-06-21,upland,CN_MM71,CN_MM71_MW,MW,64.860387,-163.700453,561599,7193528,15:00,Trns,-1.389,1.415,LGR,2017-06-21 15:00:00,-1.6668e-05,1.698e-08,N,0,4,NA,0,15.1,22,12.5,6.9,1.2852e-05
MW_J,2017-07-14,upland,CN_MM71,CN_MM71_MW,MW,64.860387,-163.700453,561599,7193528,14:57,Trns,-0.298,1.105,LGR,2017-07-14 14:57:00,-3.576e-06,1.326e-08,N,0,9.4,NA,2.7,25.1,33,22.1,11.2,1.6056e-05
MW_J,2018-06-22,upland,CN_MM71,CN_MM71_MW,MW,64.860387,-163.700453,561599,7193528,12:29,Trns,-1.155,1.175,LGR,2018-06-22 12:29:00,-1.386e-05,1.41e-08,N,0,1.3,NA,-0.2,12.5,17,60.5,38.2,8.1e-06
