site,area,plot_type,plot_ID,latitude,longitude,easting,northing,measurement_date,time,landscape_position,chamber_type,flux_CO2,flux_CH4,instrument,date,FCO2,FCH4,inundated,standing_water_depth,soil_temp_10_cm,soil_temp_15_cm,soil_temp_20_cm,air_temp,thawdepth,VWC,Ka
CN_MM71,CN_MM71_EC,EC,EC_3,64.86176,-163.70117,561561,7193680,2017-07-14,18:08,lowland,Opq,1.442,18.21,LGR,2017-07-14 18:08:00,1.7304e-05,2.1852e-07,N,0,12.8,NA,4.8,26.6,61,38.1,24.3
CN_MM71,CN_MM71_EC,EC,EC_3,64.86176,-163.70117,561561,7193680,2017-07-14,18:16,lowland,Trns,0.336,15.458,LGR,2017-07-14 18:16:00,4.032e-06,1.85496e-07,N,0,12.8,NA,4.8,26.6,61,38.1,24.3
CN_MM71,CN_MM71_MW,MW,MW_C,64.860663,-163.700755,561584,7193558,2017-07-14,15:39,upland,Opq,2.03,-1.686,LGR,2017-07-14 15:39:00,2.436e-05,-2.0232e-08,N,0,13.6,NA,3.3,25.1,32,15.3,8
CN_MM71,CN_MM71_MW,MW,MW_C,64.860663,-163.700755,561584,7193558,2017-07-14,15:39,upland,Trns,-0.837,-1.049,LGR,2017-07-14 15:39:00,-1.0044e-05,-1.2588e-08,N,0,13.6,NA,3.3,25.1,32,15.3,8
CN_MM71,CN_MM71_MW,MW,MW_D,64.860695,-163.700762,561583,7193562,2017-07-14,15:47,upland,Opq,2.567,-0.37,LGR,2017-07-14 15:47:00,3.0804e-05,-4.44e-09,N,0,12.3,NA,3.1,25.1,38,0,1.7
CN_MM71,CN_MM71_MW,MW,MW_D,64.860695,-163.700762,561583,7193562,2017-07-14,15:47,upland,Trns,-0.639,-1.359,LGR,2017-07-14 15:47:00,-7.668e-06,-1.6308e-08,N,0,12.3,NA,3.1,25.1,38,0,1.7
CN_MM71,CN_MM71_MW,MW,MW_E,64.860823,-163.700318,561604,7193576,2017-07-14,16:58,lowland,Opq,1.987,97.251,LGR,2017-07-14 16:58:00,2.3844e-05,1.167012e-06,Y,4,13.8,NA,8.5,26.1,45,63,40.6
CN_MM71,CN_MM71_MW,MW,MW_E,64.860823,-163.700318,561604,7193576,2017-07-14,16:58,lowland,Trns,-0.449,129.57,LGR,2017-07-14 16:58:00,-5.388e-06,1.55484e-06,Y,4,13.8,NA,8.5,26.1,45,63,40.6
CN_MM71,CN_MM71_MW,MW,MW_F,64.860792,-163.701118,561566,7193572,2017-07-14,16:22,upland,Opq,3.736,0.628,LGR,2017-07-14 16:22:00,4.4832e-05,7.536e-09,N,0,13.2,NA,3.7,25.7,30,11.4,6.5
CN_MM71,CN_MM71_MW,MW,MW_F,64.860792,-163.701118,561566,7193572,2017-07-14,16:22,upland,Trns,0.894,0.56,LGR,2017-07-14 16:22:00,1.0728e-05,6.72e-09,N,0,13.2,NA,3.7,25.7,30,11.4,6.5
CN_MM71,CN_MM71_MW,MW,MW_G,64.860792,-163.701112,561566,7193572,2017-07-14,16:19,upland,Opq,1.21,0.048,LGR,2017-07-14 16:19:00,1.452e-05,5.76e-10,N,0,13.5,NA,3.6,25.7,36,29.6,17.1
CN_MM71,CN_MM71_MW,MW,MW_G,64.860792,-163.701112,561566,7193572,2017-07-14,16:19,upland,Trns,1.164,-0.03,LGR,2017-07-14 16:19:00,1.3968e-05,-3.6e-10,N,0,13.5,NA,3.6,25.7,36,29.6,17.1
CN_MM71,CN_MM71_MW,MW,MW_H,64.860918,-163.69998,561620,7193587,2017-07-14,17:26,lowland,Opq,3.497,183.179,LGR,2017-07-14 17:26:00,4.1964e-05,2.198148e-06,Y,3,12.5,NA,8.2,26.2,47,65.4,42.9
CN_MM71,CN_MM71_MW,MW,MW_H,64.860918,-163.69998,561620,7193587,2017-07-14,17:26,lowland,Trns,-0.499,179.722,LGR,2017-07-14 17:26:00,-5.988e-06,2.156664e-06,Y,3,12.5,NA,8.2,26.2,47,65.4,42.9
CN_MM71,CN_MM71_MW,MW,MW_I,64.86036,-163.700287,561607,7193525,2017-07-14,15:06,upland,Opq,1.727,4.046,LGR,2017-07-14 15:06:00,2.0724e-05,4.8552e-08,N,0,9.5,NA,4.1,25.1,32,26.8,14.5
CN_MM71,CN_MM71_MW,MW,MW_I,64.86036,-163.700287,561607,7193525,2017-07-14,15:06,upland,Trns,0.578,5.238,LGR,2017-07-14 15:06:00,6.936e-06,6.2856e-08,N,0,9.5,NA,4.1,25.1,32,26.8,14.5
CN_MM71,CN_MM71_MW,MW,MW_J,64.860387,-163.700453,561599,7193528,2017-07-14,14:57,upland,Opq,1.338,1.993,LGR,2017-07-14 14:57:00,1.6056e-05,2.3916e-08,N,0,9.4,NA,2.7,25.1,33,22.1,11.2
CN_MM71,CN_MM71_MW,MW,MW_J,64.860387,-163.700453,561599,7193528,2017-07-14,14:57,upland,Trns,-0.298,1.105,LGR,2017-07-14 14:57:00,-3.576e-06,1.326e-08,N,0,9.4,NA,2.7,25.1,33,22.1,11.2
CN_MM71,CN_MM71_EC,EC,EC_1,64.86172,-163.70102,561569,7193676,2017-07-15,17:48,upland,Trns,-1.939,-6.536,LGR,2017-07-15 17:48:00,-2.3268e-05,-7.8432e-08,N,0,10.8,NA,3.2,15.9,36,19.2,9.7
CN_MM71,CN_MM71_EC,EC,EC_1,64.86172,-163.70102,561569,7193676,2017-07-15,17:48,upland,Opq,1.378,0.082,LGR,2017-07-15 17:48:00,1.6536e-05,9.84e-10,N,0,10.8,NA,3.2,15.9,36,19.2,9.7
CN_MM71,CN_MM71_EC,EC,EC_2,64.86169,-163.7012,561560,7193672,2017-07-15,17:41,upland,Opq,1.553,-0.117,LGR,2017-07-15 17:41:00,1.8636e-05,-1.404e-09,N,0,9.1,NA,4.3,15.9,56,46.1,29
CN_MM71,CN_MM71_EC,EC,EC_2,64.86169,-163.7012,561560,7193672,2017-07-15,17:41,upland,Trns,-1.428,-0.069,LGR,2017-07-15 17:41:00,-1.7136e-05,-8.28e-10,N,0,9.1,NA,4.3,15.9,56,46.1,29
CN_MM71,CN_MM71_EC,EC,EC_3,64.86176,-163.70117,561561,7193680,2017-07-15,17:35,lowland,Trns,0.515,16.845,LGR,2017-07-15 17:35:00,6.18e-06,2.0214e-07,Y,1,13.5,NA,4.6,15.9,39,7.1,4.8
CN_MM71,CN_MM71_EC,EC,EC_3,64.86176,-163.70117,561561,7193680,2017-07-15,17:35,lowland,Opq,0.947,12.44,LGR,2017-07-15 17:35:00,1.1364e-05,1.4928e-07,Y,1,13.5,NA,4.6,15.9,39,7.1,4.8
CN_MM71,CN_MM71_EC,EC,EC_4,64.86176,-163.70157,561543,7193679,2017-07-15,18:31,lowland,Opq,1.868,26.739,LGR,2017-07-15 18:31:00,2.2416e-05,3.20868e-07,Y,2,10,NA,6.3,15.9,48,58.2,36.8
CN_MM71,CN_MM71_EC,EC,EC_6,64.86201,-163.70172,561535,7193707,2017-07-15,18:38,upland,Opq,1.432,0.502,LGR,2017-07-15 18:38:00,1.7184e-05,6.024e-09,N,0,10.2,NA,2.5,15.9,30,13.9,7.4
CN_MM71,CN_MM71_EC,EC,EC_8,64.86195,-163.70198,561523,7193700,2017-07-15,18:57,upland,Opq,1.281,16.062,LGR,2017-07-15 18:57:00,1.5372e-05,1.92744e-07,N,0,6.5,NA,2.2,15.9,32,38.7,24.9
CN_MM71,CN_MM71_EC,EC,EC_9,64.861537,-163.702015,561522,7193654,2017-07-15,19:05,lowland,Opq,2.887,94.087,LGR,2017-07-15 19:05:00,3.4644e-05,1.129044e-06,Y,2,9.9,NA,6,15.9,60,46,28.9
CN_MM71,CN_MM71_BGC,BGC,BGC_1,64.85995,-163.70358,561451,7193476,2017-07-17,16:37,upland,Opq,1.816,-0.061,LGR,2017-07-17 16:37:00,2.1792e-05,-7.32e-10,N,0,NA,NA,NA,14,NA,19.9,10
CN_MM71,CN_MM71_BGC,BGC,BGC_10,64.85963,-163.69995,561624,7193444,2017-07-17,15:27,upland,Opq,1.018,-0.47,LGR,2017-07-17 15:27:00,1.2216e-05,-5.64e-09,N,0,7,NA,3.7,14,NA,60.4,38.2
CN_MM71,CN_MM71_BGC,BGC,BGC_11,64.85941,-163.70348,561457,7193416,2017-07-17,15:15,slope,Opq,1.598,147.749,LGR,2017-07-17 15:15:00,1.9176e-05,1.772988e-06,Y,2,9.8,NA,6.4,14,NA,81.8,61.6
CN_MM71,CN_MM71_BGC,BGC,BGC_12,64.85974,-163.69836,561699,7193458,2017-07-17,15:03,lowland,Opq,1.401,1.04,LGR,2017-07-17 15:03:00,1.6812e-05,1.248e-08,N,0,6.6,NA,4.1,14,NA,73.7,51.7
CN_MM71,CN_MM71_BGC,BGC,BGC_13,64.8597,-163.70341,561460,7193448,2017-07-17,14:51,upland,Opq,2.806,203.75,LGR,2017-07-17 14:51:00,3.3672e-05,2.445e-06,Y,6,10.2,NA,7.3,14,NA,86.7,67.7
CN_MM71,CN_MM71_BGC,BGC,BGC_14,64.86012,-163.69757,561736,7193501,2017-07-17,14:39,upland,Opq,2.566,-3.26,LGR,2017-07-17 14:39:00,3.0792e-05,-3.912e-08,N,0,8.7,NA,5.3,14,NA,29.7,10.4
CN_MM71,CN_MM71_BGC,BGC,BGC_16,64.85915,-163.69208,561998,7193398,2017-07-17,14:01,slope,Opq,1.163,-0.226,LGR,2017-07-17 14:01:00,1.3956e-05,-2.712e-09,N,0,9.3,NA,2.1,14,NA,27.4,14.8
CN_MM71,CN_MM71_BGC,BGC,BGC_17,64.85904,-163.69142,562030,7193386,2017-07-17,13:51,lowland,Opq,1.707,60.269,LGR,2017-07-17 13:51:00,2.0484e-05,7.23228e-07,N,0,9.2,NA,3,14,NA,35.5,21.7
CN_MM71,CN_MM71_BGC,BGC,BGC_18,64.85911,-163.69101,562049,7193395,2017-07-17,13:42,upland,Opq,1.061,-0.116,LGR,2017-07-17 13:42:00,1.2732e-05,-1.392e-09,N,0,7.6,NA,1.7,14,30,23.8,12.1
CN_MM71,CN_MM71_BGC,BGC,BGC_19,64.85921,-163.69075,562061,7193406,2017-07-17,13:34,slope,Opq,2.169,-0.139,LGR,2017-07-17 13:34:00,2.6028e-05,-1.668e-09,N,0,6,NA,1.7,14,30,36.7,22.8
CN_MM71,CN_MM71_BGC,BGC,BGC_2,64.85983,-163.70351,561455,7193463,2017-07-17,16:30,slope,Opq,1.93,-0.413,LGR,2017-07-17 16:30:00,2.316e-05,-4.956e-09,N,0,NA,NA,NA,14,NA,26.6,14.3
CN_MM71,CN_MM71_BGC,BGC,BGC_20,64.85937,-163.69061,562067,7193424,2017-07-17,13:24,lowland,Opq,2.461,63.88,LGR,2017-07-17 13:24:00,2.9532e-05,7.6656e-07,N,0,7.3,NA,4.3,14,40,70.5,48
CN_MM71,CN_MM71_BGC,BGC,BGC_3,64.86009,-163.69769,561730,7193497,2017-07-17,16:18,lowland,Opq,1.151,6.912,LGR,2017-07-17 16:18:00,1.3812e-05,8.2944e-08,N,0,NA,NA,NA,14,NA,67,44.5
CN_MM71,CN_MM71_BGC,BGC,BGC_4,64.85978,-163.69829,561702,7193462,2017-07-17,16:08,upland,Opq,2.118,68.513,LGR,2017-07-17 16:08:00,2.5416e-05,8.22156e-07,N,0,NA,NA,NA,14,NA,62.2,39.9
CN_MM71,CN_MM71_BGC,BGC,BGC_5,64.85936,-163.70338,561462,7193410,2017-07-17,15:57,slope,Opq,3.809,-2.301,LGR,2017-07-17 15:57:00,4.5708e-05,-2.7612e-08,N,0,NA,NA,NA,14,NA,15.8,8.2
CN_MM71,CN_MM71_BGC,BGC,BGC_6,64.85941,-163.70335,561464,7193416,2017-07-17,15:51,lowland,Opq,0.475,-0.053,LGR,2017-07-17 15:51:00,5.7e-06,-6.36e-10,N,0,NA,NA,NA,14,NA,48.7,31.3
CN_MM71,CN_MM71_BGC,BGC,BGC_9,64.85976,-163.70061,561593,7193458,2017-07-17,15:38,upland,Opq,1.193,-0.213,LGR,2017-07-17 15:38:00,1.4316e-05,-2.556e-09,N,0,10.9,NA,5.6,14,NA,36.4,22.6
CN_MM71,CN_MM71_MW,MW,MW_D,64.860695,-163.700762,561583,7193562,2017-07-17,17:08,upland,Opq,0.646,-0.017,LGR,2017-07-17 17:08:00,7.752e-06,-2.04e-10,N,0,10,NA,5.4,14,NA,26.9,14.6
CN_MM71,CN_MM71_MW,MW,MW_E,64.860823,-163.700318,561604,7193576,2017-07-17,18:22,lowland,Opq,1.038,96.498,LGR,2017-07-17 18:22:00,1.2456e-05,1.157976e-06,Y,9,11.9,NA,8.5,14,NA,72.7,50.5
CN_MM71,CN_MM71_MW,MW,MW_F,64.860792,-163.701118,561566,7193572,2017-07-17,18:04,upland,Opq,1.486,0.668,LGR,2017-07-17 18:04:00,1.7832e-05,8.016e-09,N,0,8.3,NA,2.2,14,NA,32.3,19.2
CN_MM71,CN_MM71_MW,MW,MW_G,64.860792,-163.701112,561566,7193572,2017-07-17,17:57,upland,Opq,0.898,0.029,LGR,2017-07-17 17:57:00,1.0776e-05,3.48e-10,N,0,7.4,NA,3.1,14,NA,46.2,29
CN_MM71,CN_MM71_MW,MW,MW_H,64.860918,-163.69998,561620,7193587,2017-07-17,18:39,lowland,Opq,3.182,174.869,LGR,2017-07-17 18:39:00,3.8184e-05,2.098428e-06,Y,6,11.6,NA,8.8,14,NA,71.1,48.6
CN_MM71,CN_MM71_MW,MW,MW_I,64.86036,-163.700287,561607,7193525,2017-07-17,17:18,upland,Opq,1.023,3.702,LGR,2017-07-17 17:18:00,1.2276e-05,4.4424e-08,N,0,8.7,NA,3.7,14,NA,51.5,33
CN_MM71,CN_MM71_MW,MW,MW_J,64.860387,-163.700453,561599,7193528,2017-07-17,17:32,upland,Opq,0.798,1.508,LGR,2017-07-17 17:32:00,9.576e-06,1.8096e-08,N,0,7.6,NA,2.5,14,NA,66.7,44.2
CN_MM71,CN_MM71_EC,EC,EC_1,64.86172,-163.70102,561569,7193676,2017-07-18,15:34,upland,Trns,-1.146,-1.786,LGR,2017-07-18 15:34:00,-1.3752e-05,-2.1432e-08,N,0,7.5,NA,3.1,16.8,38,20.8,10.5
CN_MM71,CN_MM71_EC,EC,EC_1,64.86172,-163.70102,561569,7193676,2017-07-18,15:34,upland,Opq,0.957,0.044,LGR,2017-07-18 15:34:00,1.1484e-05,5.28e-10,N,0,7.5,NA,3.1,16.8,38,20.8,10.5
CN_MM71,CN_MM71_EC,EC,EC_2,64.86169,-163.7012,561560,7193672,2017-07-18,15:28,upland,Opq,1.013,-0.308,LGR,2017-07-18 15:28:00,1.2156e-05,-3.696e-09,N,0,10.4,NA,3.8,16.8,46,36.9,23
CN_MM71,CN_MM71_EC,EC,EC_2,64.86169,-163.7012,561560,7193672,2017-07-18,15:28,upland,Trns,-0.882,1.74,LGR,2017-07-18 15:28:00,-1.0584e-05,2.088e-08,N,0,10.4,NA,3.8,16.8,46,36.9,23
CN_MM71,CN_MM71_EC,EC,EC_3,64.86176,-163.70117,561561,7193680,2017-07-18,15:40,lowland,Opq,0.866,20.699,LGR,2017-07-18 15:40:00,1.0392e-05,2.48388e-07,Y,1,6.4,NA,3.9,16.8,57,46.7,29.5
CN_MM71,CN_MM71_EC,EC,EC_3,64.86176,-163.70117,561561,7193680,2017-07-18,15:40,lowland,Trns,-0.526,19.067,LGR,2017-07-18 15:40:00,-6.312e-06,2.28804e-07,Y,1,6.4,NA,3.9,16.8,57,46.7,29.5
CN_MM71,CN_MM71_EC,EC,EC_4,64.86176,-163.70157,561543,7193679,2017-07-18,14:45,lowland,Opq,0.452,24.668,LGR,2017-07-18 14:45:00,5.424e-06,2.96016e-07,Y,2,10,NA,6,16.8,49,82.1,61.9
CN_MM71,CN_MM71_EC,EC,EC_5,64.86208,-163.7016,561540,7193715,2017-07-18,14:32,upland,Opq,1.163,0.08,LGR,2017-07-18 14:32:00,1.3956e-05,9.6e-10,N,0,5.9,NA,1.6,16.8,32,34.2,20.6
CN_MM71,CN_MM71_EC,EC,EC_6,64.86201,-163.70172,561535,7193707,2017-07-18,14:39,upland,Opq,1.398,0.693,LGR,2017-07-18 14:39:00,1.6776e-05,8.316e-09,N,0,10.4,NA,3,16.8,34,38.2,24.4
CN_MM71,CN_MM71_EC,EC,EC_7,64.86172,-163.70218,561514,7193674,2017-07-18,14:57,upland,Opq,0.922,0.802,LGR,2017-07-18 14:57:00,1.1064e-05,9.624e-09,N,0,6.8,NA,3.3,16.8,39,61.5,39.2
CN_MM71,CN_MM71_EC,EC,EC_8,64.86195,-163.70198,561523,7193700,2017-07-18,15:05,upland,Opq,1.781,13.115,LGR,2017-07-18 15:05:00,2.1372e-05,1.5738e-07,N,0,6.5,NA,3.2,16.8,36,56.4,35.7
CN_MM71,CN_MM71_EC,EC,EC_9,64.861537,-163.702015,561522,7193654,2017-07-18,15:13,lowland,Opq,1.297,60.916,LGR,2017-07-18 15:13:00,1.5564e-05,7.30992e-07,Y,2,8.6,NA,5,16.8,36,73.1,51
CN_MM71,CN_MM71_BGC,BGC,BGC_11,64.85941,-163.70348,561457,7193416,2017-09-10,13:17,slope,Opq,0.86,149.609,LGR,2017-09-10 13:17:00,1.032e-05,1.795308e-06,Y,7,4.5,NA,4,11.4,56,26.1,14.3
CN_MM71,CN_MM71_BGC,BGC,BGC_13,64.8597,-163.70341,561460,7193448,2017-09-10,15:12,upland,Trns,-0.144,102.339,LGR,2017-09-10 15:12:00,-1.728e-06,1.228068e-06,Y,2,4.4,NA,3.6,11.4,61,16.4,8.4
CN_MM71,CN_MM71_BGC,BGC,BGC_13,64.8597,-163.70341,561460,7193448,2017-09-10,15:12,upland,Opq,2.011,99.785,LGR,2017-09-10 15:12:00,2.4132e-05,1.19742e-06,Y,2,4.4,NA,3.6,11.4,61,16.4,8.4
CN_MM71,CN_MM71_BGC,BGC,BGC_14,64.86012,-163.69757,561736,7193501,2017-09-10,15:37,upland,Opq,0.851,-0.658,LGR,2017-09-10 15:37:00,1.0212e-05,-7.896e-09,N,0,3,NA,2.1,11.3,50,2,2.7
CN_MM71,CN_MM71_BGC,BGC,BGC_15,64.85999,-163.69698,561764,7193487,2017-09-10,15:58,upland,Trns,2.367,28.176,LGR,2017-09-10 15:58:00,2.8404e-05,3.38112e-07,N,0,1.5,NA,0.9,11.3,37,0,1.9
CN_MM71,CN_MM71_BGC,BGC,BGC_15,64.85999,-163.69698,561764,7193487,2017-09-10,17:08,upland,Opq,0.685,2.377,LGR,2017-09-10 17:08:00,8.22e-06,2.8524e-08,N,0,1.5,NA,0.9,11.3,37,0,1.9
CN_MM71,CN_MM71_BGC,BGC,BGC_16,64.85915,-163.69208,561998,7193398,2017-09-10,18:35,slope,Trns,-1.701,-7.457,LGR,2017-09-10 18:35:00,-2.0412e-05,-8.9484e-08,N,0,1.9,NA,1.2,10.1,40,6.8,4.6
CN_MM71,CN_MM71_BGC,BGC,BGC_16,64.85915,-163.69208,561998,7193398,2017-09-10,18:35,slope,Opq,0.286,0.292,LGR,2017-09-10 18:35:00,3.432e-06,3.504e-09,N,0,1.9,NA,1.2,10.1,40,6.8,4.6
CN_MM71,CN_MM71_BGC,BGC,BGC_17,64.85904,-163.69142,562030,7193386,2017-09-10,18:08,lowland,Trns,0.425,-0.275,LGR,2017-09-10 18:08:00,5.1e-06,-3.3e-09,N,0,2.4,NA,1.5,10.1,40,6.3,4.4
CN_MM71,CN_MM71_BGC,BGC,BGC_17,64.85904,-163.69142,562030,7193386,2017-09-10,18:08,lowland,Opq,0.504,-0.186,LGR,2017-09-10 18:08:00,6.048e-06,-2.232e-09,N,0,2.4,NA,1.5,10.1,40,6.3,4.4
CN_MM71,CN_MM71_BGC,BGC,BGC_18,64.85911,-163.69101,562049,7193395,2017-09-10,17:34,upland,Trns,0.31,-0.492,LGR,2017-09-10 17:34:00,3.72e-06,-5.904e-09,N,0,2.2,NA,1.5,10.1,53,1.6,2.6
CN_MM71,CN_MM71_BGC,BGC,BGC_18,64.85911,-163.69101,562049,7193395,2017-09-10,17:34,upland,Opq,0.601,-0.575,LGR,2017-09-10 17:34:00,7.212e-06,-6.9e-09,N,0,2.2,NA,1.5,10.1,53,1.6,2.6
CN_MM71,CN_MM71_BGC,BGC,BGC_20,64.85937,-163.69061,562067,7193424,2017-09-10,17:54,lowland,Opq,1.543,56.089,LGR,2017-09-10 17:54:00,1.8516e-05,6.73068e-07,N,0,4.5,NA,4,10.1,80,9,5.6
CN_MM71,CN_MM71_BGC,BGC,BGC_20,64.85937,-163.69061,562067,7193424,2017-09-10,17:54,lowland,Trns,0.335,55.064,LGR,2017-09-10 17:54:00,4.02e-06,6.60768e-07,N,0,4.5,NA,4,10.1,80,9,5.6
CN_MM71,CN_MM71_BGC,BGC,BGC_3,64.86009,-163.69769,561730,7193497,2017-09-10,14:07,lowland,Opq,0.494,12.157,LGR,2017-09-10 14:07:00,5.928e-06,1.45884e-07,N,0,3.8,NA,3.4,11.4,36,23,11.7
CN_MM71,CN_MM71_BGC,BGC,BGC_3,64.86009,-163.69769,561730,7193497,2017-09-10,14:07,lowland,Trns,-5.861,-14.342,LGR,2017-09-10 14:07:00,-7.0332e-05,-1.72104e-07,N,0,3.8,NA,3.4,11.4,36,23,11.7
CN_MM71,CN_MM71_BGC,BGC,BGC_4,64.85978,-163.69829,561702,7193462,2017-09-10,13:52,upland,Trns,1.028,124.563,LGR,2017-09-10 13:52:00,1.2336e-05,1.494756e-06,N,0,4.1,NA,3.6,11.4,80,7.6,5
CN_MM71,CN_MM71_BGC,BGC,BGC_4,64.85978,-163.69829,561702,7193462,2017-09-10,13:52,upland,Opq,1.399,623.351,LGR,2017-09-10 13:52:00,1.6788e-05,7.480212e-06,N,0,4.1,NA,3.6,11.4,80,7.6,5
CN_MM71,CN_MM71_BGC,BGC,BGC_5,64.85936,-163.70338,561462,7193410,2017-09-10,13:37,slope,Opq,0.34,-0.155,LGR,2017-09-10 13:37:00,4.08e-06,-1.86e-09,N,0,3.5,NA,3,11.4,51,10.5,6.2
CN_MM71,CN_MM71_BGC,BGC,BGC_5,64.85936,-163.70338,561462,7193410,2017-09-10,13:37,slope,Trns,-0.894,-0.668,LGR,2017-09-10 13:37:00,-1.0728e-05,-8.016e-09,N,0,3.5,NA,3,11.4,51,10.5,6.2
CN_MM71,CN_MM71_BGC,BGC,BGC_9,64.85976,-163.70061,561593,7193458,2017-09-10,12:56,upland,Opq,0.653,0.846,LGR,2017-09-10 12:56:00,7.836e-06,1.0152e-08,N,0,1.8,NA,1.2,11.4,44,20.5,10.3
CN_MM71,CN_MM71_BGC,BGC,BGC_9,64.85976,-163.70061,561593,7193458,2017-09-10,12:56,upland,Trns,-0.576,0.327,LGR,2017-09-10 12:56:00,-6.912e-06,3.924e-09,N,0,1.8,NA,1.2,11.4,44,20.5,10.3
CN_MM71,CN_MM71_BGC,BGC,BGC_1,64.85995,-163.70358,561451,7193476,2018-06-21,14:13,upland,Opq,1.555,0.064,LGR,2018-06-21 14:13:00,1.866e-05,7.68e-10,N,0,NA,NA,NA,17.6,NA,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_1,64.85995,-163.70358,561451,7193476,2018-06-21,14:13,upland,Trns,-1.717,0.215,LGR,2018-06-21 14:13:00,-2.0604e-05,2.58e-09,N,0,NA,NA,NA,17.6,NA,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_10,64.85963,-163.69995,561624,7193444,2018-06-21,16:24,upland,Trns,0.423,-0.461,LGR,2018-06-21 16:24:00,5.076e-06,-5.532e-09,N,0,3.2,NA,0.1,19,20,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_10,64.85963,-163.69995,561624,7193444,2018-06-21,16:24,upland,Opq,1.532,-0.73,LGR,2018-06-21 16:24:00,1.8384e-05,-8.76e-09,N,0,3.2,NA,0.1,19,20,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_11,64.85941,-163.70348,561457,7193416,2018-06-21,16:40,slope,Opq,1.796,208.461,LGR,2018-06-21 16:40:00,2.1552e-05,2.501532e-06,Y,10,NA,NA,NA,19,NA,NA,NA
CN_MM71,CN_MM71_BGC,BGC,BGC_11,64.85941,-163.70348,561457,7193416,2018-06-21,16:40,slope,Trns,1.353,459.565,LGR,2018-06-21 16:40:00,1.6236e-05,5.51478e-06,Y,10,NA,NA,NA,19,NA,NA,NA
